id,corpus,sentence,token,complexity,biomedical,bible,subtitles,wiki,familarity
3FJ2RVH25Z62TA3R8E1O77EBUYP29K,bible,living bird shall take cedar wood scarlet hyssop shall dip living bird blood bird killed running water,wood,0.234375,1,0,1,0,0
33BFF6QPI1B2QOCI5PPL41REYDFW3K,bible,asa took silver gold left treasure house yahweh treasure king house delivered hand servant king asa sent ben hadad son tabrimmon son hezion king syria lived damascus saying,gold,0.025000000000000026,1,0,0,0,0
3Z8UJEJOCZDRESZACEFTQHJ30CP39W,bible,make skillful work work gold silver brass,gold,0.04999999999999999,1,0,0,0,0
3BS6ERDL9372E1Z97WITJGED1O6D6T,bible,silver gold vessel brass iron holy yahweh,gold,0.09999999999999998,1,0,0,0,0
3XD2A6FGFNUVY9KP2TGUYPRFSSO9SU,bible,head like purest gold,gold,0.21052631578947367,1,0,0,0,0
3E24UO25QZQTIYQYX5W9UAQC52D6OJ,bible,thus decked gold silver clothing fine linen silk embroidered work ate fine flour honey oil exceeding beautiful prospered royal estate,gold,0.2282608695652174,1,0,0,0,0
3S37Y8CWI80N8KVM53U4E6JKCDBW45,bible,weep,weep,0.025000000000000026,1,0,1,1,0
3U74KRR67MLH2B1YS34PQVILZ0ITN1,bible,speak priest house yahweh army prophet saying weep fifth month separating done many year,weep,0.2941176470588235,1,0,1,1,0
3K2CEDRACB1BKTGYG2PPDGTLUAETM7,bible,brought forth silver gold,silver,0.025000000000000026,1,0,1,0,0
3HY86PZXPYICZLCCXLHWU25HTPR1EC,bible,made pillar silver bottom gold seat purple midst paved love daughter jerusalem,silver,0.125,1,0,1,0,0
3M47JKRKCX1QX63IQO7DXO0CQX986I,bible,vessel gold silver five thousand four hundred,silver,0.13235294117647056,1,0,1,0,0
3IV1AEQ4DRD2L1IPA7126S5HC1LJ8N,bible,day everyone shall cast away idol silver idol goldsin hand made,silver,0.234375,1,0,1,0,0
3XU80RHWHZGBZIC2VXOLJE0TSK744M,bible,large house vessel gold silver also wood clay,silver,0.2894736842105263,1,0,1,0,0
3ZUE82NE0A1MGZWTRHAHRUDPJWHF8X,bible,cause came time,cause,0.025000000000000026,0,0,0,0,0
32FESTC2NHQDBKJW3ILLFGABJAHUCH,bible,thus say yahweh army god israel seen evil brought jerusalem city judah behold day desolation man dwells therein,city,0.02777777777777779,1,0,0,0,0
3BC9H1KCYUC36R96UAIBUVNR7EAWYQ,bible,solomon gathered chariot horseman one thousand four hundred chariot twelve thousand horseman placed chariot city king jerusalem,city,0.09999999999999998,1,0,0,0,0
3GS542CVJVNUS7MEQX3M5EHNE8G95S,bible,men army amaziah sent back go battle fell city judah samaria even beth horon struck three thousand took much spoil,city,0.2380952380952381,1,0,0,0,0
3L84EBDQ372HRMQ81HYHXCELMSSKKN,bible,king treasure azmaveth son adiel treasure field city village tower jonathan son uzziah,city,0.26388888888888884,1,0,0,0,0
3ACRLU860NEDCJU4ZIAL0EIQF1NEBD,bible,like grass field like green herb like grass housetop like field crop grown,crop,0.02777777777777779,1,1,1,0,0
32CAVSKPCEPTOH9YNLW1YKRKFDR1UZ,bible,land drunk rain come often brings forth crop suitable whose sake also tilled receives blessing god,crop,0.16666666666666669,1,1,1,0,0
3UY4PIS8QRLGTRPPQKKFKPZQ7HY1N7,bible,neither shall swear head cant make one hair white black,hair,0.25,0,0,0,0,0
3LXX8KJXPW9G0HSWVCZLEKHEV3Q9O2,bible,truly yahweh king assyria laid waste nation land,king,0.02777777777777779,1,0,0,0,0
3OWZNK3RYLP0D2RU6PWF331P7H92UH,bible,jerusalem city judah king prince make desolation astonishment hissing curse day,king,0.14285714285714285,1,0,0,0,0
37Y5RYYI0P5LZ52N59M8ESDXZVEXS0,bible,gate also shall open continually shall shut day night men may bring wealth nation king led captive,king,0.22368421052631576,1,0,0,0,0
3MXX6RQ9EV5XOBYLTHG9MCBOJEQP4H,bible,lord u belongs confusion face king prince father sinned,king,0.2272727272727273,1,0,0,0,0
3NBFJK3IOHIVFRF49I5V6131ZGFOG2,bible,joash slept father jeroboam sat throne joash buried samaria king israel,king,0.2352941176470588,1,0,0,0,0
3ZFRE2BDQ9EI0HO101GGALA0M8OXZB,bible,one put piece unshrunk cloth old garment patch would tear away garment worse hole made,cloth,0.02777777777777779,1,1,1,0,0
391FPZIE4CM4SSUCPAZMQ77RW2MUHQ,bible,priest said sword goliath philistine killed valley elah behold wrapped cloth behind ephod,cloth,0.1842105263157895,1,1,1,0,0
3GONHBMNHVY765PXMUE7Z4U2F60ZMT,bible,raise hand friend,hand,0.02777777777777779,1,0,0,0,0
39N6W9XWRDN795J6F5ET8S13DQEYGN,bible,every head bald every beard clipped hand cutting waist sackcloth,hand,0.19117647058823528,1,0,0,0,0
32ZCLEW0BZKNRTH6WO3DSE071DYJPO,bible,shall happen shall show people word shall tell yahweh pronounced great evil u,word,0.04999999999999999,1,0,0,0,0
33KGGVH24UHL5L3TSQ7OIRQO9TPX10,bible,king judah sent inquire yahweh thus shall tell thus say yahweh god israel concerning word heard,word,0.15000000000000002,1,0,0,0,0
3Y7LTZE0YTMQJDU6VW5TQEBWSQXUZ6,bible,turn ear listen word wise,word,0.203125,1,0,0,0,0
3UV0D2KX1MJLXY9RFEK4AIXKH8GF4H,bible,david young men came spoke nabal according word name david ceased,word,0.25,1,0,0,0,0
341H3G5YF0EA3RIQXPR917NPC3U0ZE,bible,lord yahweh sworn holiness behold day shall come take away hook last fish hook,fish,0.22368421052631576,1,0,0,0,0
3RDTX9JRTY19FB0XEQIJ3YVJ5EB977,bible,observes wind wont sow regard cloud wont reap,cloud,0.04999999999999999,1,0,1,0,0
37J05LC5AXJE2WEGRFCISKJINSIJDT,bible,lightning hail snow cloud stormy wind fulfilling word,cloud,0.2222222222222222,1,0,1,0,0
3L21G7IH47WA5QT3XMTQ15XXB1W1YR,bible,said go stand mountain yahweh,mountain,0.04999999999999999,1,0,0,0,0
3FO95NVK5C0129GBWAGGPAR9YCTSRV,bible,jacob offered sacrifice mountain called relative eat bread,mountain,0.13333333333333336,1,0,0,0,0
3LB1BGHFL2WBEA5CZ5D07BGS3IFTYG,bible,second angel sounded something like great burning mountain thrown sea,mountain,0.2647058823529411,1,0,0,0,0
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,bible,done evil gone made god molten image provoke anger cast behind back,image,0.17105263157894735,0,0,1,0,0
3HEA4ZVWVDMBRKK2N7Q5TYCLSCX55X,bible,provoked anger high place moved jealousy engraved image,image,0.2368421052631579,0,0,1,0,0
3MQY1YVHS3KLH3IO6YFKYD91IWG2BE,bible,people went house baal broke broke altar image piece killed mattan priest baal altar,image,0.2794117647058824,0,0,1,0,0
3I7SHAD35MWOMVJR3ZMO8K135BAM77,bible,eden miniamin jeshua shemaiah amariah shecaniah city priest office trust give brother division well great small,trust,0.265625,1,0,0,0,0
30P8I9JKOILSPEZHTY8IXW6K50YV5T,bible,might deliver fear death lifetime subject bondage,subject,0.325,1,1,1,0,0
3YLTXLH3DF6R0NMG8O0SG1KSOLOPHJ,bible,therefore seem good king let search made king treasure house babylon whether decree made cyrus king build house god jerusalem let king send pleasure u concerning matter,search,0.16666666666666669,1,0,1,0,0
3UEDKCTP9VQTW7JOIN98T79ZG6B7KJ,bible,darius king made decree search made house archive treasure laid babylon,search,0.25,1,0,1,0,0
3FW4EL5A3LORTQISN5M9XK6XOSF22S,bible,og king bashan remained remnant rephaim behold bedstead bedstead iron isnt rabbah child ammon,iron,0.04999999999999999,1,0,0,0,0
38DCH97KHH28R5ILW1I2SJQH69KJQF,bible,child israel cried yahweh nine hundred chariot iron twenty year mightily oppressed child israel,iron,0.09999999999999998,1,0,0,0,0
3R16PJFTS3RWDK15GPB1QVPPP62K4X,bible,shall build altar yahweh god altar stone shall lift iron,iron,0.15000000000000002,1,0,0,0,0
31HLTCK4BLVQ5BO1AUR91TX9V9IGV2,bible,precious stone found gave treasure house yahweh hand jehiel gershonite,stone,0.04999999999999999,1,0,0,0,0
3X4Q1O9UBHMCMY43GF110OQ80D2O75,bible,bring forth therefore fruit worthy repentance dont begin say among abraham father tell god able raise child abraham stone,stone,0.26388888888888884,1,0,0,0,0
3SMIWMMK615MPIP1K9LMRAHEBQZWUS,bible,see place stone,stone,0.3421052631578947,1,0,0,0,0
3D1UCPY6GG9R0NG07M9FQLOSG6783C,bible,nothing else sorrow heart,nothing,0.04999999999999999,1,0,0,0,0
3JGHED38EDROGC85M2AZ2FOAENW7YU,bible,nothing ark except two table moses put horeb yahweh made covenant child israel came egypt,nothing,0.04999999999999999,1,0,0,0,0
3QTFNPMJC6IDONAXYVT7CJJ2KWAZNT,bible,behold made heaven earth great power outstretched arm nothing hard,nothing,0.1388888888888889,1,0,0,0,0
3KA7IJSNW65H9AJU8WQWUQHUT8JPB3,bible,shall sow vineyard two kind seed lest whole fruit forfeited seed sown increase vineyard,fruit,0.04999999999999999,1,0,1,0,0
33W1NHWFYHLBJ0FHVRFJLIPU9EWZTU,bible,therefore behold deliver child east possession shall set encampment make dwelling shall eat fruit shall drink milk,fruit,0.08333333333333331,1,0,1,0,0
3ZVPAMTJWN3YC47K1AMZ0W86A35RGK,bible,tell drink fruit vine day drink anew father kingdom,fruit,0.175,1,0,1,0,0
35YHTYFL1G3KRBS6ZALRJ8XXUSMVFI,bible,plucked fury cast ground east wind dried fruit strong rod broken withered fire consumed,fruit,0.25,1,0,1,0,0
3P520RYKCH6SCZAHO8YD1A41RR05UL,bible,though fig tree doesnt flourish fruit vine labor olive fails field yield food flock cut fold herd stall,fruit,0.25,1,0,1,0,0
3VJ4PFXFJ37PI5MYJ4PU9LKNJ7QUA9,bible,seven day cause rain earth forty day forty night,night,0.04999999999999999,1,0,0,0,0
3DIIW4IV8PV57PBHGMQPDFACX084IX,bible,shall take blood bull put horn altar finger shall pour blood base altar,finger,0.04999999999999999,1,1,0,0,0
38EHZ67RIMS7FOUSW2QIEXEW4G6MGR,bible,happened thing master wife cast eye joseph said lie,eye,0.04999999999999999,1,0,0,0,0
3B623HUYJ4QVK41FX1AGYTW48KFS8T,bible,made covenant eye look lustfully young woman,eye,0.13235294117647056,1,0,0,0,0
3WJGKMRWVI9RUI8AHNVW5G6NXAHDCL,bible,stick whereon write shall hand eye,eye,0.16666666666666669,1,0,0,0,0
3ZVPAMTJWN3YC47K1AMZ0W86A35GR9,bible,nahash ammonite said condition make right eye put lay reproach israel,eye,0.25,1,0,0,0,0
3A3KKYU7P3H3CAKSB7U0000KY2JWMJ,bible,furthermore sent men come far messenger sent behold came wash paint eye decorate ornament,eye,0.25,1,0,0,0,0
30F94FBDNRKF12C1PDZGZ0IRIBATBI,bible,speak aaron son child israel say thing yahweh commanded,israel,0.05555555555555558,1,0,1,0,0
3XD2A6FGFNUVY9KP2TGUYPRFSQXS9I,bible,israel lived heshbon town aroer town city along side arnon three hundred year didnt recover within time,israel,0.25,1,0,1,0,0
3TFJJUELSHP4R8AUKYBF9XFJ0HS2CX,bible,come u treat well yahweh spoken good concerning israel,israel,0.30000000000000004,1,0,1,0,0
3VMHWJRYHVGCV0X1ZPM97TUIA38XF1,bible,child israel gave levite inheritance according commandment yahweh city suburb,israel,0.30000000000000004,1,0,1,0,0
3YZ7A3YHR5TCXMIDZ33DM9MD6W55SZ,bible,hope israel bound chain,israel,0.3088235294117647,1,0,1,0,0
3RWO3EJELH9GWC126ZX7OE4L7WYP1Q,bible,said written house shall called house prayer made den robber,prayer,0.05555555555555558,1,0,1,0,0
3SBX2M1TKDNIONZ0TUVYMH1YOCPQ4Q,bible,listen prayer,prayer,0.16666666666666669,1,0,1,0,0
37Y5RYYI0P5LZ52N59M8ESDXZTOXS6,bible,hear prayer men come,prayer,0.1805555555555556,1,0,1,0,0
3QQUBC64ZEEOJSAIXD5MFY3RCUGNXK,bible,know god whole world lie power evil one,power,0.05555555555555558,1,0,0,0,0
38EHZ67RIMS7FOUSW2QIEXEW4G6GML,bible,hour power darkness,power,0.25,1,0,0,0,0
3HEM8MA6H9C4DGLJRENMPFCTF6UQPM,bible,city tribe child benjamin according family jericho beth hoglah emek keziz,benjamin,0.05555555555555558,1,0,1,0,0
31JUPBOORN48GR6PDSDFM7I9GQ7L88,bible,east side four thousand five hundred reed three gate even gate joseph one gate benjamin one gate dan one,benjamin,0.2666666666666667,1,0,1,0,0
389A2A304OIXVY7G5B71Q9M43L80CF,bible,men israel turned men benjamin dismayed saw evil come,benjamin,0.3125,1,0,1,0,0
3D3B8GE892RYLH4XACC03KM456H9PA,bible,samuel arose went gilgal gibeah benjamin,benjamin,0.3194444444444444,1,0,1,0,0
38XPGNCKHT0ATVVHFTP8S406523V4K,bible,passed went way sun went near gibeah belongs benjamin,benjamin,0.3382352941176471,1,0,1,0,0
3HEM8MA6H9C4DGLJRENMPFCTF8QPQL,bible,blessing abraham might come gentile christ jesus might receive promise spirit faith,blessing,0.05555555555555558,1,0,1,1,0
35NNO802AVWRTXLNYR5LCOGCOJ3INA,bible,yahweh blessing brings wealth add trouble,blessing,0.171875,1,0,1,1,0
3JVP4ZJHDPSO81TGXL3N1CKZGOKI0N,bible,throne god lamb servant serve,throne,0.05555555555555558,1,0,1,0,0
3VP28W7DUNK10VXG07AU4EATI5IZFG,bible,saw heard something like voice many angel around throne living creature elder number ten thousand ten thousand thousand thousand,throne,0.14473684210526316,1,0,1,0,0
3IZVJEBJ6AK5H245ZE7QA8XGP4FZ69,bible,rainbow around throne like emerald look,throne,0.17857142857142855,1,0,1,0,0
3S1L4CQSFX50ZNP8OFUVNLJK9ICFAS,bible,abomination king wrong throne established righteousness,throne,0.203125,1,0,1,0,0
3RTFSSG7T86J6S27BVTL0NLVYXTWLH,bible,joash slept father jeroboam sat throne joash buried samaria king israel,throne,0.2333333333333333,1,0,1,0,0
3126F2F5F83FGDVEINSMVYNFW52PE9,bible,open gate righteous nation may enter one keep faith,faith,0.05555555555555558,1,0,1,0,0
30EMX9PEVKJFF53G6Q7JOY5V3KZSK2,bible,good man full holy spirit faith many people added lord,faith,0.1607142857142857,1,0,1,0,0
3J9L0X0VDFMO5Q1YMYQVVEU0Y389WT,bible,night day praying exceedingly may see face may perfect lacking faith,faith,0.1875,1,0,1,0,0
3KVQ0UJWPXL543ZMJ8DEJYPYC7TW5T,bible,another faith spirit another gift healing spirit,faith,0.2083333333333333,1,0,1,0,0
3A520CCNWN08T9PCT4AP53YKXJXAE9,bible,jesus answered certainly tell faith dont doubt done fig tree even told mountain taken cast sea would done,faith,0.25,1,0,1,0,0
3RIHDBQ1NEYLFKP3G880ZXQXJGJMHQ,bible,place shall rest,rest,0.09999999999999998,1,0,0,0,0
3BC9H1KCYUC36R96UAIBUVNR7EAYWS,bible,jew king province gathered together defended life rest enemy killed seventyfive thousand hated didnt lay hand plunder,rest,0.17857142857142855,1,0,0,0,0
35NNO802AVWRTXLNYR5LCOGCOJ3NIF,bible,rest act abijam arent written book chronicle king judah,rest,0.25,1,0,0,0,0
3L7SUC0TTUUA4KJ7I01FT5RGXXM0M3,bible,king loved esther woman obtained favor kindness sight virgin set royal crown head made queen instead vashti,crown,0.058823529411764726,1,0,1,0,0
3MA5N0ATTCB8MMKPQVHKLN8G9XOWKE,bible,neither shall go sanctuary profane sanctuary god crown anointing oil god upon,crown,0.125,1,0,1,0,0
382GHPVPHSRQHMTYVJJ2998NEKB431,bible,come even world bearing fruit growing also since day heard knew grace god truth,truth,0.06944444444444442,1,0,0,0,0
3D7VY91L65XBO7MHGGY4DMNZO38MB4,bible,yahweh near call call truth,truth,0.21666666666666667,1,0,0,0,0
3MWOYZD5WVO1PJWQWMIQWLCY0S1ONA,bible,constant friction people corrupt mind destitute truth suppose godliness mean gain,truth,0.21875,1,0,0,0,0
37NXA7GVST66R322LLOPEL2HRQYLV7,bible,deception wickedness lost didnt receive love truth might saved,truth,0.22058823529411764,1,0,0,0,0
3FDWKV9VCN2QK6VNG7FZICFNDOLMUR,bible,surely mountain produce food animal field play,play,0.07142857142857145,0,1,0,0,0
3IKMEYR0LWVMA6MICBSDXGSR5Q12KA,bible,next day saw jesus coming said behold lamb god take away sin world,world,0.140625,1,0,0,0,0
3DFYDSXB2W00JYP2DA272KN69SKUJL,bible,nation set every side province spread net taken pit,side,0.07500000000000001,1,0,0,0,0
3D0LPO3EABZV1I043OR1D1A54AYOYP,bible,traveled encamped side arnon wilderness come border amorites arnon border moab moab amorites,side,0.16176470588235292,1,0,0,0,0
31GN6YMHLPS6A5XXV4QMC9ZQQTEWSC,bible,shall offer drink offering half hin wine offering made fire pleasant aroma yahweh,drink,0.07500000000000001,1,0,0,0,0
3JMNNNO3B14D56GZ1PBGLRMMSZFW29,bible,behold rebuke seed spread dung face even dung feast taken away,face,0.07500000000000001,1,0,0,0,0
37M4O367VJI9ZR58F67RA0N7E5FM5S,bible,outside veil testimony tent meeting shall aaron keep order evening morning yahweh continually shall statute forever throughout generation,order,0.19117647058823528,1,0,0,0,0
3KTZHH2ONIFSM9OAD4EUMKXYGXTM8B,bible,promote great honor whatever say,honor,0.07500000000000001,1,1,0,0,0
33N1S8XHHMLAAG38T8V9FC6ZHV5Z1L,bible,god composed body together giving abundant honor inferior part,honor,0.234375,1,1,0,0,0
3VGZ74AYTGGU62I1JDW4B19KA0XCGQ,bible,honor humility,honor,0.25,1,1,0,0,0
3R5OYNIC2C9H5WDB8IHHUKNGZFPPTZ,bible,pavilion shade daytime heat refuge shelter storm rain,refuge,0.07500000000000001,1,0,1,1,0
33K3E8REWWV3GLNERBG3X1DWNZVX8K,bible,show marvelous loving kindness save take refuge right hand enemy,refuge,0.2833333333333333,1,0,1,1,0
3J9UN9O9J3SK3CDMF3ONDDZZT5H0JT,bible,may yahweh repay work full reward given yahweh god israel whose wing come take refuge,refuge,0.2894736842105263,1,0,1,1,0
33IXYHIZB5IJO6U8GPHAZLFMLTF2E0,bible,shall refuge avenger blood,refuge,0.34375,1,0,1,1,0
3TUOHPJXYHXE6MJWPEW9BHGI58GWXK,bible,measured breadth forefront lower gate forefront inner court outside one hundred cubit east north,north,0.07500000000000001,1,0,1,0,0
3HFWPF5AK9J9J7V9LKFK7COTSYNS31,bible,behold send take family north say yahweh send nebuchadnezzar king babylon servant bring land inhabitant nation around utterly destroy make astonishment hissing perpetual desolation,north,0.22058823529411764,1,0,1,0,0
3AC6MFV69KILEROMVXYU7ZM6YIOHZL,bible,great city divided three part city nation fell,part,0.07500000000000001,0,0,0,0,0
3UL5XDRDNCJUE234L5X85IMCU2Y852,bible,dont eat raw boiled water roasted fire head leg inner part,part,0.125,0,0,0,0,0
3UUIU9GZC55DCMVSO383WEIZ8DT5TU,bible,stood twelve ox three looking toward north three looking toward west three looking toward south three looking toward east sea set hinder part inward,part,0.125,0,0,0,0,0
379OL9DBSSESUVWY1Z8JGBFG9DJY9W,bible,put meat basket put broth pot brought oak presented,basket,0.07500000000000001,1,1,1,0,0
3I6NF2WGIGW97H9M439WXV3AILB5GF,bible,hand freed basket,basket,0.16666666666666669,1,1,1,0,0
3FO95NVK5C0129GBWAGGPAR9YETRSY,bible,jew therefore murmured concerning said bread came heaven,bread,0.07500000000000001,1,0,1,0,0
3126F2F5F83FGDVEINSMVYNFW52EPY,bible,seven day shall eat unleavened bread commanded time appointed month abib month abib came egypt,bread,0.09615384615384616,1,0,1,0,0
3UEBBGULPFOKEW36UKBMNMVEGN3UFM,bible,say thus say king put fellow prison feed bread affliction water affliction come peace,bread,0.14285714285714285,1,0,1,0,0
34R3P23QHS1HKWJHKAEN8VSOHIRWHL,bible,fasted wept child alive child dead rose ate bread,bread,0.2352941176470588,1,0,1,0,0
3T5ZXGO9DEOYRKNPENLOGDE7P5RZQ6,bible,way command exhort lord jesus christ quietness work eat bread,bread,0.2361111111111111,1,0,1,0,0
3KL228NDMVMCP0UPBQD2ZKMSFBBKGK,bible,laban said jacob brother therefore serve nothing,brother,0.07500000000000001,1,0,0,0,0
338GLSUI43B4ZJB25FGM8LDQVOISF0,bible,happened thing told abraham saying behold milcah also borne child brother nahor,brother,0.15000000000000002,1,0,0,0,0
32CXT5U14G3BZHTJM65GDUESTJR8UK,bible,let brother humble circumstance glory high position,brother,0.1875,1,0,0,0,0
382GHPVPHSRQHMTYVJJ2998NEIL346,bible,mary anointed lord ointment wiped foot hair whose brother lazarus sick,brother,0.2058823529411765,1,0,0,0,0
3QREJ3J433XSBS8QMHAICCR0BSXKLQ,bible,went away buy bridegroom came ready went marriage feast door shut,feast,0.07500000000000001,1,0,1,0,0
3GL25Y6843UI1APILCQM2JER74WMX9,bible,came jerusalem stood ark covenant yahweh offered burnt offering offered peace offering made feast servant,feast,0.125,1,0,1,0,0
3XEIP58NL0NN0N7CMIDSZRFDF14ZLL,bible,jerusalem passover feast many believed name observing sign,feast,0.265625,1,0,1,0,0
